report_id,title,ticker,date,pdf_url,download_path
d7aed45454661a968a98a3ac8ff0375a,"Cập nhật nhanh BMP– MUABMP ghi nhận kết quả kinh doanh Q4/2025 với LNST đạt 261 tỷ đồng (+13,1% svck và -25,5% so với quý trước), thấp hơn kỳ vọng của","BMP,GHI,KINH",22/01/2026,https://acbs.com.vn/acbsmedia/2026/01/BMP_Cap-nhat-nhanh-KQKD-Q4-2025.pdf,
a58c7224aa606344993f19deccdf2077,Cập nhật NT2 – TRUNG LẬP,,21/01/2026,https://acbs.com.vn/acbsmedia/2026/01/NT2_VN_FN_Q4_2025.pdf,
35a356800f505e85360c4ce8c52c55a7,Cập nhật VCB – Khả quan,VCB,10/12/2025,https://acbs.com.vn/acbsmedia/2025/12/VCB_cap-nhat_ACBS_10.12.2025-VN.pdf,
4c716040fe437f8b793d1ae40305fa5d,Cập nhật MBB – Khả quan,MBB,09/12/2025,https://acbs.com.vn/acbsmedia/2025/12/MBB_cap-nhat_ACBS_09.12.2025-VN.pdf,
dd0a9de0e738bc60d1ed27e5287eb716,Câu chuyện đầu tư_VCG_MUA,VCG,09/12/2025,https://acbs.com.vn/acbsmedia/2025/12/VCG-Cau-chuyen-dau-tu-09122025.pdf,
2d268fd920e0b9e4c946682ecb4a8cc8,"Cập nhật CTD_ MUACTCP XÂY DỰNG COTECCONS (CTD VN) CTD ghi nhận KQKD Q3/2025 tích cực nhờ chuyển nhượng dự án Emeral 68. Năm FY2026,","CTD,GHI,KQKD",09/12/2025,https://acbs.com.vn/acbsmedia/2025/12/CTD_Cap-nhat_09122025.pdf,
30a67c2bcdcf011cea21082985e1eaa2,Cập nhật VIB – Khả quan,VIB,09/12/2025,https://acbs.com.vn/acbsmedia/2025/12/VIB_cap-nhat_ACBS_09.12.2025-VN.pdf,
91298e91a6ab22333e6545d619004825,"GAS_Cập nhật Q3.2025Q3.2025, công ty đạt doanh thu 35.690 tỷ đồng (+41,7% svck), LNST đạt 2.612 tỷ đ",GAS,05/12/2025,https://acbs.com.vn/acbsmedia/2025/12/GAS_Cap-nhat-Q3.2025.pdf,
cc1da4186a90b7af0526a08b9b0e5781,Cập nhật TCB – Khả quan,TCB,05/12/2025,https://acbs.com.vn/acbsmedia/2025/12/TCB_cap-nhat_ACBS_05.12.2025-VN.pdf,
15fcd5470d2da3c6af8719a11f1f61fa,"Cập nhật nhanh TAL – Không đánh giáCTCP ĐẦU TƯ BẤT ĐỘNG SẢN TASECO (HSX: TAL) Thành lập năm 2009, Ta",TAL,05/12/2025,https://acbs.com.vn/acbsmedia/2025/12/TAL-by-ACBS_5.12.2025-VN.pdf,
a302b54b0b9ee6c861d55b3651577cb4,"Cập nhật CTG – MUAChúng tôi nâng 25% giá mục tiêu lên 63.600 đồng/cp đến cuối năm 2026, dựa trên P/E",CTG,04/12/2025,https://acbs.com.vn/acbsmedia/2025/12/CTG_cap-nhat_ACBS_04.12.2025-VN.pdf,
b64492fcc6e45db6fd52d357be788c06,Cập nhật VHM – KHẢ QUANKQKD Q3/2025 sụt giảm chủ yếu do số lượng sản phẩm bàn giao thấp hơn svck và các dự án mới mở bán vẫn chưa bàn giao. Doanh số bán hàng 9T2025 vượt kế hoạch cả năm.,VHM,03/12/2025,https://acbs.com.vn/acbsmedia/2025/12/VHM-by-ACBS_3.12.2025-VN.pdf,
a49b9baf913da8d181194d83e94b89bf,BSR_Cập nhật Q3.2025CTCP Lọc Hóa dầu Bình Sơn (HOSE),"BSR,HOSE",02/12/2025,https://acbs.com.vn/acbsmedia/2025/12/BSR_Cap-nhat-Q3.2025.pdf,
09741cd315d0e58ee1c711232246ca94,Cập nhật nhanh POW – KHẢ QUANPOW tổ chứchội nghị nhà đầu tư ngày 27/11/2025 và tham quan dự án nhà m,"NGH,POW,THAM",01/12/2025,https://acbs.com.vn/acbsmedia/2025/12/POW_VN_FN_Analyst-Meeting_Nov_2025.pdf,
dab4f857cdf7a94250b88e8724d9b248,"Cập nhật MWG – KHẢ QUANCông ty ghi nhận LNST tiếp tục tăng trưởng mạnh, tăng 121% svck trong Q3/2025, phần lớn phù hợp với kỳ vọng của","GHI,MWG",28/11/2025,https://acbs.com.vn/acbsmedia/2025/11/MWG-by-ACBS_Update-_28.11.2025-VN.pdf,
884ad8803686f2b5121efbd540457a4d,Cập nhật BCM – KHẢ QUAN,BCM,28/11/2025,https://acbs.com.vn/acbsmedia/2025/11/BCM_Cap-nhat_28.11.2025.pdf,
6dcd3ee30736d9791bd86e0712a09bf3,Cập nhật DPG – MUAChúng tôi kỳ vọng hoạt động kinh doanh của DPG tiếp tục hoạt động vững chắc nhờ sự,"DPG,KINH",26/11/2025,https://acbs.com.vn/acbsmedia/2025/11/DPG-Cau-chuyen-dau-tu-25112025-1.pdf,
05b8c4b2ab57e83aa1decaceed354a63,Cập nhật PVD –  KHẢ QUAN,PVD,26/11/2025,https://acbs.com.vn/acbsmedia/2025/11/PVD_Cap-nhat-Q3.2025.pdf,
d736daefc68c2a739de0d1e5588a692f,"Cập nhật BID – MUAChúng tôi nâng 4,8% giá mục tiêu lên 46.100 đồng/cp đến cuối năm 2026, dựa trên P/",BID,25/11/2025,https://acbs.com.vn/acbsmedia/2025/11/BID_cap-nhat_ACBS_25.11.2025-VN.pdf,
37282f60abfbbacc7ef6cb19a1e400da,Cập nhật HT1 – MUAChúng tôi kỳ vọng nhu cầu xi măng tại miền Nam sẽ phục hồi nhờ vào đẩy mạnh đầu tư,NHU,25/11/2025,https://acbs.com.vn/acbsmedia/2025/11/HT1-Cau-chuyen-dau-tu-25112025-1.pdf,
